accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCF_040886665,SAMN42231861,PRJNA1130870,Enterococcus sp.,C9,chicken,Animal,China,2023
GCF_040886685,SAMN42231862,PRJNA1130870,Enterococcus sp.,GC33,chicken,Animal,China,2023
GCF_040886705,SAMN42231859,PRJNA1130870,Enterococcus sp.,C95,swine,Animal,China,2023
GCF_040886725,SAMN42231858,PRJNA1130870,Enterococcus sp.,C92,swine,Animal,China,2023
GCF_040886745,SAMN42231854,PRJNA1130870,Enterococcus sp.,C89,swine,Animal,China,2023
GCF_040886765,SAMN42231856,PRJNA1130870,Enterococcus sp.,C90,swine,Animal,China,2023
GCF_040886785,SAMN42231857,PRJNA1130870,Enterococcus sp.,C91,swine,Animal,China,2023
GCF_040886805,SAMN42231855,PRJNA1130870,Enterococcus sp.,C8,chicken,Animal,China,2023
GCF_040886825,SAMN42231853,PRJNA1130870,Enterococcus sp.,C88,swine,Animal,China,2023
GCF_040886845,SAMN42231852,PRJNA1130870,Enterococcus sp.,C87,swine,Animal,China,2023
GCF_040886885,SAMN42231851,PRJNA1130870,Enterococcus sp.,C86,swine,Animal,China,2023
GCF_040886905,SAMN42231850,PRJNA1130870,Enterococcus sp.,C85,swine,Animal,China,2023
GCF_040886925,SAMN42231845,PRJNA1130870,Enterococcus sp.,C77,sheep,Animal,China,2023
GCF_040886935,SAMN42231847,PRJNA1130870,Enterococcus sp.,C7,chicken,Animal,China,2023
GCF_040886965,SAMN42231848,PRJNA1130870,Enterococcus sp.,C81,sheep,Animal,China,2023
GCF_040886985,SAMN42231844,PRJNA1130870,Enterococcus sp.,C76,sheep,Animal,China,2023
GCF_040887005,SAMN42231846,PRJNA1130870,Enterococcus sp.,C78,sheep,Animal,China,2023
GCF_040887025,SAMN42231843,PRJNA1130870,Enterococcus sp.,C75,sheep,Animal,China,2023
GCF_040887045,SAMN42231840,PRJNA1130870,Enterococcus sp.,C72,sheep,Animal,China,2023
GCF_040887065,SAMN42231841,PRJNA1130870,Enterococcus sp.,C73,sheep,Animal,China,2023
GCF_040887085,SAMN42231838,PRJNA1130870,Enterococcus sp.,C67,cow,Animal,China,2023
GCF_040887105,SAMN42231839,PRJNA1130870,Enterococcus sp.,C71,cow,Animal,China,2023
GCF_040887125,SAMN42231842,PRJNA1130870,Enterococcus sp.,C74,sheep,Animal,China,2023
GCF_040887145,SAMN42231837,PRJNA1130870,Enterococcus sp.,C66,cow,Animal,China,2023
GCF_040887165,SAMN42231836,PRJNA1130870,Enterococcus sp.,C65,cow,Animal,China,2023
GCF_040887185,SAMN42231835,PRJNA1130870,Enterococcus sp.,C64,cow,Animal,China,2023
GCF_040887205,SAMN42231833,PRJNA1130870,Enterococcus sp.,C62,cow,Animal,China,2023
GCF_040887215,SAMN42231834,PRJNA1130870,Enterococcus sp.,C63,cow,Animal,China,2023
GCF_040887245,SAMN42231832,PRJNA1130870,Enterococcus sp.,C61,cow,Animal,China,2023
GCF_040887265,SAMN42231831,PRJNA1130870,Enterococcus sp.,C60,cow,Animal,China,2023
GCF_040887285,SAMN42231830,PRJNA1130870,Enterococcus sp.,C5,chicken,Animal,China,2023
GCF_040887305,SAMN42231827,PRJNA1130870,Enterococcus sp.,C57,cow,Animal,China,2023
GCF_040887325,SAMN42231828,PRJNA1130870,Enterococcus sp.,C58,cow,Animal,China,2023
GCF_040887345,SAMN42231829,PRJNA1130870,Enterococcus sp.,C59,cow,Animal,China,2023
GCF_040887365,SAMN42231826,PRJNA1130870,Enterococcus sp.,C56,cow,Animal,China,2023
GCF_040887385,SAMN42231825,PRJNA1130870,Enterococcus sp.,C55,cow,Animal,China,2023
GCF_040887405,SAMN42231824,PRJNA1130870,Enterococcus sp.,C54,cow,Animal,China,2023
GCF_040887425,SAMN42231823,PRJNA1130870,Enterococcus sp.,C53,cow,Animal,China,2023
GCF_040887445,SAMN42231822,PRJNA1130870,Enterococcus sp.,C52,cow,Animal,China,2023
GCF_040887465,SAMN42231821,PRJNA1130870,Enterococcus sp.,C51,cow,Animal,China,2023
GCF_040887485,SAMN42231819,PRJNA1130870,Enterococcus sp.,C49,cow,Animal,China,2023
GCF_040887525,SAMN42231818,PRJNA1130870,Enterococcus sp.,C48,cow,Animal,China,2023
GCF_040887545,SAMN42231817,PRJNA1130870,Enterococcus sp.,C47,cow,Animal,China,2023
GCF_040887565,SAMN42231816,PRJNA1130870,Enterococcus sp.,C46,cow,Animal,China,2023
GCF_040887585,SAMN42231814,PRJNA1130870,Enterococcus sp.,C44,cow,Animal,China,2023
GCF_040887605,SAMN42231813,PRJNA1130870,Enterococcus sp.,C43,cow,Animal,China,2023
GCF_040887625,SAMN42231812,PRJNA1130870,Enterococcus sp.,C42,cow,Animal,China,2023
GCF_040887635,SAMN42231815,PRJNA1130870,Enterococcus sp.,C45,cow,Animal,China,2023
GCF_040887665,SAMN42231810,PRJNA1130870,Enterococcus sp.,C40,chicken,Animal,China,2023
GCF_040887685,SAMN42231811,PRJNA1130870,Enterococcus sp.,C41,cow,Animal,China,2023
GCF_040887705,SAMN42231806,PRJNA1130870,Enterococcus sp.,C37,chicken,Animal,China,2023
GCF_040887725,SAMN42231805,PRJNA1130870,Enterococcus sp.,C36,chicken,Animal,China,2023
GCF_040887745,SAMN42231809,PRJNA1130870,Enterococcus sp.,C3,chicken,Animal,China,2023
GCF_040887765,SAMN42231808,PRJNA1130870,Enterococcus sp.,C39,chicken,Animal,China,2023
GCF_040887785,SAMN42231807,PRJNA1130870,Enterococcus sp.,C38,chicken,Animal,China,2023
GCF_040887805,SAMN42231803,PRJNA1130870,Enterococcus sp.,C34,chicken,Animal,China,2023
GCF_040887815,SAMN42231804,PRJNA1130870,Enterococcus sp.,C35,chicken,Animal,China,2023
GCF_040887845,SAMN42231801,PRJNA1130870,Enterococcus sp.,C32,chicken,Animal,China,2023
GCF_040887865,SAMN42231802,PRJNA1130870,Enterococcus sp.,C33,chicken,Animal,China,2023
GCF_040887885,SAMN42231799,PRJNA1130870,Enterococcus sp.,C2,chicken,Animal,China,2023
GCF_040887905,SAMN42231800,PRJNA1130870,Enterococcus sp.,C30,chicken,Animal,China,2023
GCF_040887925,SAMN42231796,PRJNA1130870,Enterococcus sp.,C21,chicken,Animal,China,2023
GCF_040887945,SAMN42231797,PRJNA1130870,Enterococcus sp.,C22,chicken,Animal,China,2023
GCF_040887965,SAMN42231798,PRJNA1130870,Enterococcus sp.,C23,chicken,Animal,China,2023
GCF_040887985,SAMN42231795,PRJNA1130870,Enterococcus sp.,C20,chicken,Animal,China,2023
GCF_040888005,SAMN42231794,PRJNA1130870,Enterococcus sp.,C1,chicken,Animal,China,2023
GCF_040888025,SAMN42231792,PRJNA1130870,Enterococcus sp.,C18,chicken,Animal,China,2023
GCF_040888045,SAMN42231791,PRJNA1130870,Enterococcus sp.,C17,chicken,Animal,China,2023
GCF_040888065,SAMN42231793,PRJNA1130870,Enterococcus sp.,C19,chicken,Animal,China,2023
GCF_040888085,SAMN42231787,PRJNA1130870,Enterococcus sp.,C13,chicken,Animal,China,2023
GCF_040888105,SAMN42231790,PRJNA1130870,Enterococcus sp.,C16,chicken,Animal,China,2023
GCF_040888125,SAMN42231788,PRJNA1130870,Enterococcus sp.,C14,chicken,Animal,China,2023
GCF_040888145,SAMN42231789,PRJNA1130870,Enterococcus sp.,C15,chicken,Animal,China,2023
GCF_040888165,SAMN42231786,PRJNA1130870,Enterococcus sp.,C12,chicken,Animal,China,2023
GCF_040888185,SAMN42231785,PRJNA1130870,Enterococcus sp.,C11,chicken,Animal,China,2023
GCF_040888205,SAMN42231783,PRJNA1130870,Enterococcus sp.,C102,swine,Animal,China,2023
GCF_040888225,SAMN42231784,PRJNA1130870,Enterococcus sp.,C10,chicken,Animal,China,2023
GCF_040888255,SAMN42231781,PRJNA1130870,Enterococcus sp.,C27,chicken,Animal,China,2023
GCF_040888285,SAMN42231782,PRJNA1130870,Enterococcus sp.,C101,swine,Animal,China,2023
GCF_040910125,SAMN41007757,PRJNA1093465,Enterococcus faecalis,BSD2780061688st1_A2_RTP21358_211008,feces,Feces,USA,10/8/2021
GCF_040914985,SAMN41018651,PRJNA1093465,Enterococcus faecium,RTP21230st1_H4_RTP21281_210402,feces,Feces,USA,4/2/2021
GCF_040915065,SAMN41018650,PRJNA1093465,Enterococcus faecium,RTP21230st1_H3_RTP21281_210402,feces,Feces,USA,4/2/2021
GCF_040915105,SAMN41018645,PRJNA1093465,Enterococcus faecalis,BSD2780061688st1_H2_RTP31106_210429,feces,Feces,USA,4/29/2021
GCF_040915145,SAMN41018647,PRJNA1093465,Enterococcus sp.,RTP31106st1_D7_RTP31106_210429,feces,Feces,USA,4/29/2021
GCF_040915165,SAMN41018646,PRJNA1093465,Enterococcus faecalis,BSD2780061688st1_H5_RTP31106_210429,feces,Feces,USA,4/29/2021
GCF_040915225,SAMN41018644,PRJNA1093465,Enterococcus faecalis,BSD2780061688st1_E4_RTP31106_210429,feces,Feces,USA,4/29/2021
GCF_040920285,SAMN41030660,PRJNA1093465,Enterococcus faecalis,1001283st1_F1_RTP31023_210422,feces,Feces,USA,4/22/2021
GCF_040920305,SAMN41030661,PRJNA1093465,Enterococcus faecalis,RTP31003st1_H4_RTP31003_210430,feces,Feces,USA,4/30/2021
GCF_040920345,SAMN41030659,PRJNA1093465,Enterococcus faecalis,1001283st1_B10_RTP31023_210422,feces,Feces,USA,4/22/2021
GCF_040924755,SAMN41035252,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_G10_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924775,SAMN41035251,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_D6_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924825,SAMN41035250,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_D10_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924845,SAMN41035249,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_A9_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924865,SAMN41035247,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_A10_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924885,SAMN41035248,PRJNA1093465,Ligilactobacillus salivarius,1001295st1_A6_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040924975,SAMN41035240,PRJNA1093465,Lacticaseibacillus rhamnosus,1001216st2_F11_RTP21198_201120,feces,Feces,USA,11/20/2020
GCF_040924995,SAMN41035242,PRJNA1093465,Lacticaseibacillus rhamnosus,1001216st2_G2_RTP21198_201120,feces,Feces,USA,11/20/2020
GCF_040925255,SAMN41035228,PRJNA1093465,Lactobacillus acidophilus,RTP21277st1_G1_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040925285,SAMN41035227,PRJNA1093465,Lactobacillus acidophilus,RTP21277st1_B3_RTP21277_210401,feces,Feces,USA,4/1/2021
GCF_040925665,SAMN41035206,PRJNA1093465,Enterococcus gallinarum,2201st1_C9_2201SCRN_220225,feces,Feces,USA,2/25/2022
GCF_040925685,SAMN41035207,PRJNA1093465,Enterococcus gallinarum,2201st1_H8_2201SCRN_220225,feces,Feces,USA,2/25/2022
GCF_040925755,SAMN41035203,PRJNA1093465,Enterococcus faecium,RTP21230st1_H2_RTP21230_210325,feces,Feces,USA,3/25/2021
GCF_040925795,SAMN41035201,PRJNA1093465,Enterococcus faecium,RTP21230st1_C12_RTP21230_210325,feces,Feces,USA,3/25/2021
GCF_040925865,SAMN41035198,PRJNA1093465,Enterococcus faecalis,2201st1_D6_2201SCRN_220225,feces,Feces,USA,2/25/2022
GCF_040954475,SAMN41473775,PRJNA1113994,Lactobacillus acidophilus,NCFM_HOWARU_Commercial,Homo sapiens,Animal,USA,2021
GCF_040959015,SAMN42606284,PRJNA1137532,Limosilactobacillus reuteri,MG4722,oral,Clinical,South Korea,6/12/2021
GCF_040969805,SAMN42657848,PRJNA1138175,Companilactobacillus farciminis,YLR-1,pickles,Food,China,2023
GCF_041026035,SAMN42886699,PRJNA1141356,Enterococcus faecium,V662,seafood; sea bream,Food,Italy,2020
GCF_041060785,SAMN33550236,PRJNA939975,Lactiplantibacillus plantarum,SL47,fermented sausage,Food,China,11/6/2021
GCF_041080595,SAMN42899969,PRJNA1141725,Lactiplantibacillus plantarum,NS2301M,kimchi,Food,South Korea,10/21/2022
GCF_041081355,SAMN42585951,PRJNA1137370,Ligilactobacillus agilis,W70,rumen fluid,Gut,China,1/1/2021
GCF_041117985,SAMN42930119,PRJNA1142219,Lacticaseibacillus paracasei,MYA5,kimchi,Food,South Korea,10/21/2022
GCF_041147075,SAMN42651620,PRJNA674638,Lactiplantibacillus paraplantarum,LA1049,Sauerkraut,Food,USA,2007
GCF_041147085,SAMN42820424,PRJNA674638,Weissella cibaria,7.8.48,cucumber fermentation brine,Food,USA,2010-09
GCF_041147105,SAMN42945196,PRJNA674638,Lentilactobacillus buchneri,LA1147,cucumber fermentation brine,Food,USA,2010-08
GCF_041147115,SAMN42584301,PRJNA674638,Lentilactobacillus buchneri,90.8.10,cucumber fermentation brine,Food,USA,2009-05
GCF_041147175,SAMN42760461,PRJNA674638,Weissella cibaria,7.8.34,cucumber fermentation brine,Food,USA,2010-09
GCF_041147305,SAMN42780773,PRJNA674638,Pediococcus pentosaceus,7.2.5,cucumber fermentation brine,Food,USA,2010-09
GCF_041147375,SAMN42781994,PRJNA674638,Lactiplantibacillus plantarum,7.2.2,cucumber fermentation brine,Food,USA,2009-05
GCF_041167665,SAMN43028781,PRJNA1144190,Weissella cibaria,KM26,kimchi,Food,South Korea,7/12/2024
GCF_041167765,SAMN43028853,PRJNA1144196,Lacticaseibacillus paracasei,CHEE96,cheese,Food,South Korea,7/12/2024
GCF_041167785,SAMN43028782,PRJNA1144193,Lacticaseibacillus rhamnosus,YGRT01,yogurt,Food,South Korea,7/12/2024
GCF_041195975,SAMN42884512,PRJNA1141267,Enterococcus faecium,S181,soil,Environmental,China,3/8/2023
GCF_041195995,SAMN42884529,PRJNA1141267,Enterococcus lactis,S282,soil,Environmental,China,3/10/2023
GCF_041196005,SAMN42884513,PRJNA1141267,Enterococcus faecium,S191,soil,Environmental,China,3/8/2023
GCF_041196015,SAMN42884515,PRJNA1141267,Enterococcus faecium,S195.3,soil,Environmental,China,3/8/2023
GCF_041196025,SAMN42884520,PRJNA1141267,Enterococcus faecium,S247,soil,Environmental,China,3/9/2023
GCF_041196105,SAMN42884508,PRJNA1141267,Enterococcus lactis,S101.1,soil,Environmental,China,3/7/2023
GCF_041196135,SAMN42884509,PRJNA1141267,Enterococcus lactis,S101.2,soil,Environmental,China,3/7/2023
GCF_041196165,SAMN42884510,PRJNA1141267,Enterococcus faecium,S15.1,soil,Environmental,China,3/6/2023
GCF_041196225,SAMN42884523,PRJNA1141267,Enterococcus lactis,S257,soil,Environmental,China,3/9/2023
GCF_041196235,SAMN42884514,PRJNA1141267,Enterococcus faecium,S195.2,soil,Environmental,China,3/8/2023
GCF_041196295,SAMN42884521,PRJNA1141267,Enterococcus faecium,S25,soil,Environmental,China,3/6/2023
GCF_041196335,SAMN42884518,PRJNA1141267,Enterococcus faecium,S243,soil,Environmental,China,3/9/2023
GCF_041196585,SAMN42884524,PRJNA1141267,Enterococcus faecium,S261,soil,Environmental,China,3/9/2023
GCF_041196595,SAMN42884528,PRJNA1141267,Enterococcus lactis,S278,soil,Environmental,China,3/10/2023
GCF_041196675,SAMN42884494,PRJNA1141267,Enterococcus lactis,P2-76,feces,Feces,China,3/14/2011
GCF_041196885,SAMN42884531,PRJNA1141267,Enterococcus lactis,S87,soil,Environmental,China,3/7/2023
GCF_041196955,SAMN42884530,PRJNA1141267,Enterococcus faecium,S318,soil,Environmental,China,3/10/2023
GCF_041200135,SAMN42955740,PRJNA1141725,Limosilactobacillus fermentum,NS2301G2,kimchi,Food,South Korea,2/10/2012
GCF_041222795,SAMN43031427,PRJNA1144246,Companilactobacillus pabuli,BD-CP,intestinal structure,Gut,China,3/21/2024
GCF_041222805,SAMN43031738,PRJNA1144258,Lactiplantibacillus plantarum,BD-LP,intestinal structure,Gut,China,3/21/2024
GCF_041226265,SAMN40593499,PRJNA1091319,Ligilactobacillus animalis,4-211,Feces of SPF mouse,Feces,China,7/30/2021
GCF_041226345,SAMN40593493,PRJNA1091319,Limosilactobacillus reuteri,Feb-62,Feces of SPF mouse,Feces,China,7/22/2021
GCF_041226365,SAMN40593492,PRJNA1091319,Enterococcus innesii,3-101,Feces of SPF mouse,Feces,China,7/23/2021
GCF_041226525,SAMN40593482,PRJNA1091319,Enterococcus faecalis,1월 3일,Feces of SPF mouse,Feces,China,7/9/2021
GCF_041226545,SAMN40593486,PRJNA1091319,Enterococcus gallinarum,Feb-41,Feces of SPF mouse,Feces,China,7/19/2021
GCF_041226705,SAMN40593477,PRJNA1091319,Enterococcus hirae,12-1106,Feces of SPF mouse,Feces,China,12/16/2021
GCF_041228125,SAMN43023992,PRJNA1141725,Lacticaseibacillus rhamnosus,NS2301G1,kimchi,Food,South Korea,10/30/2023
GCF_041283745,SAMN43000418,PRJNA1143368,Lacticaseibacillus paracasei,ORD 0998,vaginal specimen from healthy woman,Clinical,Spain,2016-01
GCF_041297935,SAMN42877782,PRJNA1141122,Lactiplantibacillus plantarum,PM8,milk,Food,China,7/20/2022
GCF_041344845,SAMN42722805,PRJNA1138510,Leuconostoc mesenteroides,yan,green onion,Food,China,10/28/2023
GCF_041344935,SAMN43087440,PRJNA1146176,Lactiplantibacillus plantarum,HD02,kimchi,Food,South Korea,9/1/2011
GCF_041346935,SAMN43041763,PRJNA1144668,Weissella confusa,HYF86,fruits,Food,China,7/13/2024
GCF_041379775,SAMN43172743,PRJNA1147872,Lacticaseibacillus rhamnosus,YGRT11,korean yogurt,Food,South Korea,9/1/2023
GCF_041449815,SAMN43227707,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00461,blood,Clinical,USA,8/20/2023
GCF_041449825,SAMN43227703,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00457,blood,Clinical,USA,7/7/2023
GCF_041449875,SAMN43227702,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00456,endotracheal aspirate,Clinical,USA,8/20/2023
GCF_041449905,SAMN43227706,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00460,blood,Clinical,USA,8/23/2023
GCF_041449915,SAMN43227705,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00459,blood,Clinical,USA,8/27/2023
GCF_041451275,SAMN43227704,PRJNA1142047,Enterococcus faecalis,LACPHL-SPEC-2024-00458,wound,Clinical,USA,7/26/2023
GCF_041464175,SAMN43236060,PRJNA1149194,Enterococcus faecium,SKN/640/23,Buttermilk,Food,India,2/14/2023
GCF_041514365,SAMN18478702,PRJNA717134,Lactobacillus delbrueckii subsp. lactis,L24790,cheese starter culture,Food,Switzerland,2019
GCF_041514375,SAMN18478701,PRJNA717134,Lactobacillus delbrueckii subsp. lactis,L24756,cheese starter culture,Food,Switzerland,2019
GCF_041514405,SAMN18478700,PRJNA717134,Lactobacillus delbrueckii subsp. lactis,L24754,cheese starter culture,Food,Switzerland,2019
GCF_041531555,SAMN43083517,PRJNA1146033,Lactiplantibacillus plantarum,G2Lp,intestine,Gut,Poland,2011
GCF_041679785,SAMN41163062,PRJNA1107177,Lactiplantibacillus plantarum,Do4_IM,Probiotic supplement,Probiotics,Germany,2021
GCF_041725645,SAMN43016444,PRJNA1143684,Lactiplantibacillus plantarum,JY067,dairy products,Food,China,2022-08
GCF_041729635,SAMN42316428,PRJNA1131625,Weissella confusa,SY628,Fermented soybean milk,Food,China,11/25/2023
GCF_041729885,SAMN43364534,PRJNA1153423,Pediococcus pentosaceus,JQ2-1,sweet wine koji,Food,China,6/20/2023
GCF_041734185,SAMN43028860,PRJNA1144200,Lacticaseibacillus paracasei,MGL98,Makgeolli,Food,South Korea,7/12/2024
GCF_041734755,SAMN43028910,PRJNA1144207,Lacticaseibacillus paracasei,YGRT25,yogurt,Food,South Korea,7/12/2024
GCF_041871065,SAMN43139118,PRJNA1146947,Weissella confusa,JLP1,feces,Feces,China,2023
GCF_041877155,SAMN43463096,PRJNA1154939,Enterococcus faecalis,76_Alex,urine,Clinical,Ghana,11/17/2023
GCF_041877325,SAMN43437018,PRJNA1154939,Enterococcus faecalis,14_Alex_S312,urine,Clinical,Ghana,11/4/2023
GCF_041877595,SAMN43437029,PRJNA1154939,Enterococcus faecalis,62_Alex_S287,urine,Clinical,Ghana,11/15/2023
GCF_041877615,SAMN43437030,PRJNA1154939,Enterococcus faecalis,63_Alex_S285,urine,Clinical,Ghana,11/16/2023
GCF_041893825,SAMN43472422,PRJNA1155867,Lacticaseibacillus paracasei,FMT2,FMT capsules,Probiotics,South Korea,2024
GCF_041900655,SAMN43497868,PRJNA1156700,Latilactobacillus sakei,Tarhana22,Tarhana,Food,Turkey,2022
GCF_041927265,SAMN43471484,PRJNA1155852,Weissella cibaria,ZJU.1,traditional rice wine koji,Food,China,4/1/2024
GCF_041941405,SAMN43515873,PRJNA1157536,Lactiplantibacillus plantarum,GBW-LP001,intestine,Gut,China,10/21/2020
GCF_041949895,SAMN43580444,PRJNA1159706,Enterococcus faecium,STH9,Poultry slaughterhouse,Environmental,Spain,2022-03
GCF_041952535,SAMN43561091,PRJNA1159101,Enterococcus gallinarum,574p,feces from community population,Feces,China,11/10/2018
GCF_042015765,SAMN43503360,PRJNA1156923,Lacticaseibacillus paracasei,ZJUZ2-3,normal tissue of gastric cancer patient,Clinical,China,2/4/2024
GCF_042134665,SAMN43530940,PRJNA1158201,Enterococcus faecium,F11.1G,Xinjiang sourdough,Food,China,2016-07
GCF_042134695,SAMN43558264,PRJNA1159101,Enterococcus faecalis,987p,feces,Feces,China,12/28/2019
GCF_042134705,SAMN43558263,PRJNA1159101,Enterococcus faecalis,973p,feces,Feces,China,12/21/2019
GCF_042134725,SAMN43558265,PRJNA1159101,Enterococcus faecalis,999p,feces,Feces,China,12/14/2019
GCF_042134735,SAMN43558261,PRJNA1159101,Enterococcus avium,959p,feces,Feces,China,11/9/2019
GCF_042134795,SAMN43558259,PRJNA1159101,Enterococcus casseliflavus,957p,feces,Feces,China,10/26/2019
GCF_042134805,SAMN43558260,PRJNA1159101,Enterococcus faecalis,958p,feces,Feces,China,9/7/2019
GCF_042134835,SAMN43558258,PRJNA1159101,Enterococcus hirae,943p,feces,Feces,China,10/12/2019
GCF_042134845,SAMN43558256,PRJNA1159101,Enterococcus avium,934p,feces,Feces,China,8/31/2019
GCF_042134855,SAMN43558257,PRJNA1159101,Enterococcus faecalis,942p,feces,Feces,China,12/21/2019
GCF_042134875,SAMN43558254,PRJNA1159101,Enterococcus faecalis,915p,feces,Feces,China,10/26/2019
GCF_042134895,SAMN43558253,PRJNA1159101,Enterococcus faecalis,899p,feces,Feces,China,9/21/2019
GCF_042134935,SAMN43558252,PRJNA1159101,Enterococcus gallinarum,891p,feces,Feces,China,11/2/2019
GCF_042134945,SAMN43558251,PRJNA1159101,Enterococcus faecalis,889p,feces,Feces,China,9/21/2019
GCF_042134965,SAMN43558250,PRJNA1159101,Enterococcus faecalis,887p,feces,Feces,China,10/12/2019
GCF_042134975,SAMN43558248,PRJNA1159101,Enterococcus faecalis,876p,feces,Feces,China,11/2/2019
GCF_042134995,SAMN43558249,PRJNA1159101,Enterococcus faecalis,886p,feces,Feces,China,10/19/2019
GCF_042135035,SAMN43558247,PRJNA1159101,Enterococcus faecalis,871p,feces,Feces,China,9/7/2019
GCF_042135055,SAMN43558245,PRJNA1159101,Enterococcus casseliflavus,862p,feces,Feces,China,11/9/2019
GCF_042135065,SAMN43558246,PRJNA1159101,Enterococcus faecalis,869p,feces,Feces,China,10/19/2019
GCF_042135075,SAMN43558244,PRJNA1159101,Enterococcus faecalis,838p,feces,Feces,China,11/2/2019
GCF_042135095,SAMN43558243,PRJNA1159101,Enterococcus faecalis,798p,feces,Feces,China,6/15/2019
GCF_042135145,SAMN43558241,PRJNA1159101,Enterococcus hirae,785p,feces,Feces,China,7/6/2019
GCF_042135175,SAMN43558239,PRJNA1159101,Enterococcus faecalis,760p,feces,Feces,China,7/6/2019
GCF_042135185,SAMN43558238,PRJNA1159101,Enterococcus faecalis,752p,feces,Feces,China,6/15/2019
